111027|false
627436|true
671564|false
737546|true
878056|false
1029392|false
1045298|false
1159914|false
1450518|true
2353789|true
2372579|true
4629065|true
4735737|false
4786828|false
5703872|true
6400274|true
7020254|false
7320873|false
7624182|false
7724421|true
7854182|false
9172417|true
9391285|true
9433212|true
9845586|true
9966358|false
10393493|false
10467747|false
11171398|false
11286209|true
12824209|false
12828458|false
12915124|true
13070701|true
13079486|false
13325340|true
13840107|true
13957444|true
14617089|true
14850843|false
17468122|true
18250189|true
18914916|true
19193162|true
20215452|false
20239565|true
20871923|false
20876588|true
21827849|true
22079739|false
22146154|true
22529346|false
22843856|false
22877676|false
23221002|true
23936839|false
24433067|true
24522770|true
24586751|true
24606516|true
25078924|true
25183492|false
26432264|true
27112021|true
27312189|true
27315670|false
27397122|true
28290956|true
29777922|true
29778064|true
29831208|false
29986808|false
30016911|false
30028394|true
30034081|true
30312916|false
30531417|false
30562668|true
30631330|false
30816076|false
31107108|true
31273263|false
31303242|true
31653503|true
31870141|false
31998499|false
32000625|true
32008233|true
32093154|false
32152978|false
32702481|true
32932888|true
33689349|true
33715938|true
33742428|true
33834253|true
33862174|true
33864821|true
34978817|false
35086365|false
35744707|true
36728572|false
36729364|true
37601240|true
38399380|true
38461578|false
38462492|false
38465274|false
38469787|false
38541473|true
38586438|true
38687360|true
38699825|true
38909679|false
39389004|false
40288117|true
41170667|true
41533230|false
41896812|true
42828781|true
43333148|false
43533897|true
43843023|false
43864479|true
44623916|true
44737596|false
44743153|false
44790502|true
44797681|true
44890224|true
46313508|true
46630964|false
47352608|true
47380518|true
47626069|false
47757785|true
48499902|true
48507019|true
48658291|true
49534600|true
49701947|false
49799894|true
50189810|true
50273697|true
50758245|true
50897998|true
51024887|false
51155192|false
51960132|false
51961599|false
52280468|false
52641430|true
53059882|true
53178352|true
54630229|false
55269690|false
55404385|true
55451784|false
55497281|true
55500860|false
55524055|true
55652785|true
55659311|true
55753802|true
55999432|true
56127811|true
57258016|false
58467657|false
60479151|true
60977396|false
61490776|false
61724376|true
61898904|true
63427664|false
63451547|true
63941711|true
64783257|true
65479458|true
66715008|true
67474119|true
67686223|true
67707406|true
67719432|true
68032870|true
68545734|false
70442570|true
71298511|true
71612483|false
72782654|true
73201833|true
74627376|true
76073981|false
77158150|true
77320223|true
77545160|true
77703308|true
78076566|false
78450017|true
78568736|true
78817217|true
79225651|true
79247714|false
79271943|false
79283165|false
79403459|true
