111027||||||
627436|ASASSN-V J045211.38-251138.5|EW|0.5789044|11.51|0.33|dae789ca-334f-5676-85af-7f8c85cb7926
671564|ASASSN-V J045338.11-290637.0|EW|0.3855829|12.21|0.27|5c7039d5-de00-5612-964c-465ea0f34c18
737546|ASASSN-V J045803.54-295600.9|VAR|-1|10.88|2.36|33a280e2-739a-54df-848a-17d921baad86
878056||||||
1029392|ASASSN-V J021514.83-104802.7|VAR|-1|10.92|2.22|11fd576e-19d2-5f16-9111-65514bae4cbe
1045298|ASASSN-V J021742.43-081639.2|EA|1.4634458|11.25|0.03|4ffc2cab-338e-5640-bfb2-8dc1bada2b2a
1159914||||||
1450518|ASASSN-V J050048.95-321238.8|EW|0.3337513|12.5|0.31|d0ac1517-adf7-5be3-a591-37d2df64beaf
2353789||||||
2372579||||||
4629065|ASASSN-V J023129.74-090332.7|EA|5.8971399|11.31|1.75|2992b80e-b3cd-51f7-9fca-943afe3b4d5d
4735737|ASASSN-V J121114.01+290627.0|ROT:|-1|9.77|1.49|c0645387-be7f-5898-afd6-6ff537fd81d1
4786828||||||
5703872||||||
6400274|ASASSN-V J185405.14-513058.6|VAR|-1|9.83|1.81|34fe79d8-e64f-530a-b763-a3ec83f969f2
7020254||||||
7320873|ASASSN-V J052049.35-454130.2|ROT|0.6253579|11.9|0.43|e59915fc-06e6-59e4-a405-a110316fda98
7624182||||||
7724421|ASASSN-V J042538.82-380334.1|VAR|-1|9.91|0.77|3702fe6e-9497-5303-a063-b4d8be9ffe2b
7854182|ASASSN-V J182211.58+473408.9|VAR|-1|9.49|0.99|e4ce82a7-9ecc-57eb-a54d-6ec723c22b75
9172417|ASASSN-V J040813.78-054524.7|EW|0.2451896|13.68|1.92|9f8abfb4-09fb-5c18-b28b-38c877644214
9391285|ASASSN-V J111027.06+363244.2|ROT:|-1|11|1.9|f1fe99e8-2df1-59ce-a287-8c77c5647763
9433212||||||
9845586|ASASSN-V J031251.95-074420.5|EW|0.3601098|12.31|0.12|058416f5-12a1-58b5-976b-4291c523c7c3
9966358||||||
10393493|ASASSN-V J175056.59+333245.1|EW|0.3604645|12.49|0.79|cf171b31-3e96-5316-a754-17477fcdb73d
10467747||||||
11171398||||||
11286209|ASASSN-V J053847.21-023540.5|SXARI|-1|9.23|0.07|788848b0-074c-5ac6-aeca-ed79854f122d
12824209|ASASSN-V J021513.04+652859.2|EA|1.0711895|15.5|38.38|49b9b9f9-f2c1-5b4c-8187-383f5bca03de
12828458||||||
12915124|ASASSN-V J201956.89+375007.4|EA|3.16398|12.04|0.21|3916587a-d4cb-538f-bd42-000e6b5f4a6c
13070701|ASASSN-V J050333.58-252156.4|EW|0.4140712|11.13|0.2|3ac356f5-1f54-5eaa-9258-51bd8a3a4b93
13079486||||||
13325340|ASASSN-V J051432.87-251941.3|EA|0.893093|12.5|0.73|8536c750-0180-5c91-841d-5f1d4ca7fb84
13840107||||||
13957444||||||
14617089|ASASSN-V J202515.80+373318.0|EA|1.6688988|13.08|0.47|c2bf9a1b-4e2e-5428-b4b1-aeb1f8898132
14850843||||||
17468122||||||
18250189||||||
18914916||||||
19193162|ASASSN-V J081511.61-061856.2|VAR|753.2426594|9.45|2.25|f3add5d1-8be6-52ca-9e71-8322d076542a
20215452|ASASSN-V J150916.05+360200.2|EA|0.59575|12.91|0.57|e77b6430-9756-500f-8023-8518f684d82d
20239565|ASASSN-V J151110.17+385702.3|VAR|-1|9.25|2.82|c25214f7-601e-54f2-851d-6688307ed984
20871923||||||
20876588|ASASSN-V J024908.17+441507.9|EA|3.1507032|11.45|0.05|a62c14bb-966a-55a1-98f5-dfe840eabaa3
21827849||||||
22079739|ASASSN-V J095227.63-270532.0|L|-1|10.41|139.92|5665b89e-cec1-5797-8124-eaf31393149e
22146154||||||
22529346||||||
22843856||||||
22877676||||||
23221002|ASASSN-V J030952.78-065333.5|VAR|-1|10.82|0.16|7530b002-39f1-5ac6-9e63-5a858723f701
23936839|ASASSN-V J182416.01+351428.3|EW|0.2753047|12.98|1.14|b21dc2b6-a09f-5de0-b003-08c7d3874df5
24433067|ASASSN-V J052800.18-333437.5|EA|6.1861521|11.31|0.16|e94e58d4-6aa7-55a3-ae69-cad4c8a6045a
24522770||||||
24586751|ASASSN-V J053450.78-302515.4|EA|0.5128256|11.5|0.41|0b1f19cb-a5de-5b97-b3f3-42b7f799b9f5
24606516|ASASSN-V J052312.56-090742.5|EW|0.4019857|12.3|0.12|389c83e1-6c40-5a7a-9609-2ef738cf2183
25078924||||||
25183492|ASASSN-V J063155.20-070460.0|ROT|0.2790084|11.8|0.47|1af71451-41a2-5a50-b59b-5cf2cb1c3c87
26432264||||||
27112021|ASASSN-V J132015.68+174556.3|VAR|-1|7.66|1.43|5da2ed20-6795-5d49-81b9-1248baaf4443
27312189||||||
27315670|ASASSN-V J193955.88+523510.0|HADS|0.1092675|11.28|0.24|42f123f7-dccd-51b2-9024-54a16ea6d201
27397122||||||
28290956||||||
29777922|ASASSN-V J041730.33-664938.6|EB|0.5305982|12.74|0.38|98879757-f7f4-5e5d-83e2-4638277a84f6
29778064|ASASSN-V J041725.19-662416.5|EA|0.4946453|12.49|0.53|2dcc4a49-9540-510f-932e-07596eb378fb
29831208||||||
29986808||||||
30016911|ASASSN-V J025232.41-124613.2|VAR|829.8268402|6.85|2.21|de9c2853-0b76-5614-a1ca-0cfb77de4231
30028394|ASASSN-V J025347.43-130743.6|EW|0.4571008|12.05|0.65|09dc04ee-fcdc-5d7a-8edb-888e4daff3ce
30034081|ASASSN-V J045207.13-704353.4|EA|2.3445955|11.21|1.2|06886a9e-e55a-5d43-90bb-dd544f9c0e6a
30312916||||||
30531417|ASASSN-V J045913.80-693543.0|RRC|0.3289386|11.41|0.78|e685e5a7-bbc8-524c-8400-e869a7f11c19
30562668|ASASSN-V J085706.70-431351.0|ROT:|-1|11.31|91.62|4ad4aede-4a6a-55a4-a290-28c06f7aa120
30631330|ASASSN-V J050047.90-702951.5|EW|0.3873553|11.36|0.77|a46d34a8-ffc1-5838-9ce2-365f85e805c9
30816076||||||
31107108|ASASSN-V J050527.09-674313.5|ROT:|-1|10.96|0.39|8ef97efb-5f7f-5cad-84c8-1ddbce0d0fc3
31273263||||||
31303242|ASASSN-V J053113.57-270903.7|ROT:|-1|10.69|1.27|d8b77a9f-99ff-5448-9b3a-eb25f376f02d
31653503|ASASSN-V J030524.31-664103.1|EA|6.6801745|11.43|0.57|589e5cce-e825-5a40-ab41-14299fa70cdf
31870141||||||
31998499||||||
32000625|ASASSN-V J034357.14-712844.4|EA|0.7017654|11.78|0.19|f4d82352-c4ba-5d62-9253-3beb635060fa
32008233|ASASSN-V J074655.59-093429.8|CV|-1|13.69|1.84|e1fa2eaa-5c6b-573a-bd55-9ac3891b28ee
32093154|ASASSN-V J035508.23-713559.3|EW|0.4018086|12.02|0.22|e5c3d34a-3b43-52d3-af03-caa5e4567113
32152978||||||
32702481|ASASSN-V J054407.43-283637.7|VAR|-1|9.7|0.45|1c37a169-5f8e-5324-938a-3b19782c2a3a
32932888||||||
33689349|ASASSN-V J061146.19-174233.1|ROT|9.3845728|14.54|100.9|af7da693-3703-543e-8d4c-55b686fa2eab
33715938|ASASSN-V J040402.79-742713.8|ROT:|-1|10.95|1.94|98d34f05-ff4c-5fcf-b14b-066bdc88b5dd
33742428|ASASSN-V J061238.76-164836.6|ROT:|-1|9.33|1.38|19076ce5-b352-5853-864d-edc2da6faa5d
33834253|ASASSN-V J041453.34-732137.8|EA|3.2321377|11.76|0.75|8c6511c8-8f27-5266-afbd-842e534e7c4a
33862174|ASASSN-V J041950.63-774821.7|EA|1.4144835|12.23|0.71|48a7cbe7-f761-5fd5-ace1-d70faecb22b9
33864821|ASASSN-V J042235.82-720633.9|EA|0.810455|14.45|0.31|2cf3ffd6-2168-5115-908a-f9783779dcfe
34978817|ASASSN-V J031214.26+271524.5|SXARI|-1|6.47|0.29|b4ecec78-108e-5e78-8297-9811756fb673
35086365||||||
35744707|ASASSN-V J024006.12-055635.5|EW|0.3464514|12.51|0.46|c8993956-83dc-573a-9c3f-b5cbb896cf35
