Subject_ID|eb_like_count|transit_like_count|comment_count|tag_count_json
30912177|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30912275|3|0|6|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30912361|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30912370|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30912480|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30912580|4|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":4,"#eclipsing-binary":1}
30912583|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30913245|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30913382|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30913390|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30914529|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30915913|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30917151|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30917159|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30917872|3|3|4|{"#transit":2,"like#transit":3,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transits":1}
30918102|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30919094|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#exoplanet":1}
30919097|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30919099|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#candidate":1,"like#transit":1,"#transit":1}
30919854|3|1|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1,"like#transit":1}
30920656|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30920708|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30920711|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30921017|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30921459|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30921628|3|2|7|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#tranists":1,"#possibletransits":1,"like#transit":2,"#transit":1}
30921693|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30923122|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30923327|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30924637|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#tce":1}
30924878|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30925015|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30926059|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30926065|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30927615|3|2|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transits":1,"like#transit":2,"#transit":1}
30927796|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30927799|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30928184|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30930943|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30930945|3|2|5|{"#possible":1,"like#transit":2,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1}
30930946|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30931199|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30938838|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30938841|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30939547|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eclipsing-binary":1,"#eclipsing_binary":1}
30940557|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30941000|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30941002|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30941564|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30942371|3|2|5|{"#possibletransit":1,"like#transit":2,"#possible-transit":1,"#possible_transit":1,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eclipsing-binary":1,"#eclipsing_binary":1,"#tcenotoi":1,"#transit":1}
30942399|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30942406|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eclipsing-binary":1,"#eclipsing_binary":1}
30942700|3|2|6|{"#transit":1,"like#transit":2,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#possible":1}
30943564|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30945293|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30945300|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30945722|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30946028|3|1|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#tce":2,"#transits":1,"like#transit":1,"#candidate_exoplanet":1}
30946094|4|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":4,"#eclipsing-binary":1}
30946100|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30946905|3|1|4|{"#transits":1,"like#transit":1,"#eclipsingbinary":3,"like#eclipsingbinary":3}
30946909|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#tce":1,"#possible":1,"like#transit":1}
30947011|3|3|6|{"#transit":2,"like#transit":3,"#possible":1,"#eclipsingbinary":3,"like#eclipsingbinary":3}
30947420|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30947422|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30947473|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30947669|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30947698|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30948347|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30948353|3|1|6|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#twoplanets":1,"#transit":1,"like#transit":1}
30948611|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30948615|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30948974|3|1|5|{"#transit":1,"like#transit":1,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#long_transit":1}
30949236|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30949239|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30949442|3|0|4|{"#closebinary":1,"#eclipsingbinary":3,"like#eclipsingbinary":3}
30949851|3|2|8|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transits":2,"like#transit":2}
30951418|3|1|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1,"like#transit":1}
30951421|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30951442|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30951448|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30952109|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30952173|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30952188|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30953361|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#tce":2,"#dip":1}
30953372|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30953588|3|4|4|{"#possible":1,"like#transit":4,"#transit":3,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#tce":1}
30953653|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30954678|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eclipsing-binary":1,"#eclipsing_binary":1}
30955209|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30955552|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30955996|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30956125|3|0|4|{"#closebinary":1,"#eclipsingbinary":3,"like#eclipsingbinary":3}
30956293|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30956297|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30957567|3|0|15|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#variable":1}
30958612|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30958794|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30959501|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30959821|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
30959993|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41417961|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#contactbinary":1}
41419033|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#contactbinary":1}
41419205|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#hearbeat":2,"#transits":1,"like#transit":1,"#heartbeat":1}
41419270|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41419399|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41419535|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
41419540|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41419661|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#binary":1}
41419693|3|1|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transits":1,"like#transit":1}
41420091|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41420151|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41420950|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41421188|3|0|6|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41421443|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1,"like#transit":1}
41421513|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric":1}
41421580|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41421588|3|1|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#false-positive":1,"#transit":1,"like#transit":1}
41422367|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41422937|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41423526|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41425115|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41425493|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41425639|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#planet":1,"#candidate":1,"like#transit":1}
41425729|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41425745|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41425746|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41426274|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41426320|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41427168|3|1|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transits":1,"like#transit":1}
41427343|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41428041|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41428937|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
41429126|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41429611|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#dscuti":1}
41430160|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1,"#close-binary":1}
41430378|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#contactbinary":1}
41432152|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41432597|3|1|3|{"#transits":1,"like#transit":1,"#eclipsingbinary":3,"like#eclipsingbinary":3}
41432696|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41433461|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41433877|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
41434211|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
41434512|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41434964|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41435669|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1,"like#transit":1}
41435920|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41436155|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41436288|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41436681|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41437045|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1,"like#transit":1}
41437084|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41437267|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#contactbinary":1}
41437308|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41437360|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
41437528|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41437826|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41543261|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#no-toi":1,"#tce":1}
41543741|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41544056|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41544405|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41544821|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
41545667|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43253640|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#close_binary":2}
43255629|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43260390|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#contactbinary":1}
43263057|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#close_binary":1}
43264375|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43264771|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43265661|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43266413|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43272428|3|0|6|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43273369|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43273374|3|3|5|{"#false-positive":1,"#transits":2,"like#transit":3,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#multiple":1,"#variablestar":1,"#possible":2}
43275424|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43279458|3|0|6|{"#eclipsingbinary":2,"like#eclipsingbinary":3,"#eclipsing-binary":1}
43281626|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#dip":1}
43281668|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43282285|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43283518|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43284052|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43286573|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#lightcurve":1}
43286662|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
43287116|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43287218|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43287375|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43287538|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#neat":1}
43287683|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43287891|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1,"like#transit":1}
43288582|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43289863|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43290187|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43290667|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43291481|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43291631|3|2|6|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1,"#flare":1,"#false-positive":1,"#transit":2,"like#transit":2}
43291639|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43292415|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43292746|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43292875|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43293255|3|1|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1,"like#transit":1}
43295156|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#flare":1}
43295204|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43295270|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43295883|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43295984|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43296461|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43296943|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43297007|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43297480|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43297691|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eclipses":1}
43297907|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#flare":1}
43298085|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
43298642|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44562147|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
44562308|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44562340|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#hot-subdwarf":1,"#exoplanets":1}
44562538|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44562601|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1}
44562660|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
44563095|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44563143|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1}
44563169|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44563189|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44563970|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":2}
44563996|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#flares":2}
44564001|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1}
44564023|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564048|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564073|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
44564076|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#variable":1,"#rr-lyrae":1}
44564084|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564086|3|2|5|{"#contact-binary":1,"#transits":2,"like#transit":2,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#flare":1}
44564099|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564107|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#flare":1}
44564122|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564124|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
44564141|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1}
44564160|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564161|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564203|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564221|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564668|3|0|4|{"#eclipsebinario":1,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#variable":1}
44564697|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564718|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564785|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564802|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44564876|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1,"#close_binary":1}
44565266|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1}
44565642|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44565643|3|1|5|{"#transit":1,"like#transit":1,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#neat":1}
44565905|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44565926|3|1|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#flares":1,"#transits":1,"like#transit":1}
44566212|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44566218|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44566271|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#contactbinary":1,"#w-uma":1}
44566579|3|1|4|{"#transit":1,"like#transit":1,"#eclipsingbinary":3,"like#eclipsingbinary":3}
44566731|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eclipsing_binary":1}
44567140|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44568075|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44568173|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44568178|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44568191|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44568773|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44569108|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1}
44570407|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44570463|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#close_binary":1}
44570570|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#glitch":1}
44570618|3|1|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transit":1,"like#transit":1}
44571105|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44571478|3|0|6|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44572117|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1}
44572303|3|0|6|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#eccentric-eb":1,"#eclipsing":1}
44572655|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44572924|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#contactbinary":1}
44573672|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1}
44573789|3|3|7|{"#transit":3,"like#transit":3,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#maybe_transit":1,"#tce":1}
44573823|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44574114|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44574997|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44575837|3|1|5|{"#transits":1,"like#transit":1,"#eclipsing_binary":1,"#rotationally_variable":1,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#variablestar":1,"#flares":1}
44576732|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44577430|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44577887|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44578542|3|5|6|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#transits":1,"like#transit":5,"#transit":3,"#possibletransits":1,"#tce":1,"#toi":1}
44578596|3|0|6|{"#contactbinary":2,"#eclipsingbinary":3,"like#eclipsingbinary":3}
44579134|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44579361|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44579367|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#w-uma":1,"#contactbinary":1}
44579414|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#algoltype":1}
44580309|3|0|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44663120|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44663143|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44663153|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44663154|3|0|4|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44663857|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
44664865|3|2|3|{"#transits":1,"like#transit":2,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#possible":1,"#tce":1}
44666077|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
46375445|3|3|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#possibletransit":1,"like#transit":3,"#possible":1,"#transits":1,"#transit":1,"#no-toi":1}
46375595|3|1|5|{"#eclipsingbinary":3,"like#eclipsingbinary":3,"#possible":1,"like#transit":1}
46375744|3|0|3|{"#eclipsingbinary":3,"like#eclipsingbinary":3}
46376111|3|6|11|{"#possibletransits":1,"like#transit":6,"#tce":1,"#toi":2,"#beautiful":1,"#transit":3,"#eclipsingbinary":3,"like#eclipsingbinary":3,"#u-shaped":1,"#possible":1,"#transits":1}
30959491|2|0|2|{"#eclipsingbinary":2,"like#eclipsingbinary":2}
30959826|2|0|2|{"#eclipsingbinary":2,"like#eclipsingbinary":2}
30959831|2|0|3|{"#eclipsingbinary":2,"like#eclipsingbinary":2}
30960170|2|0|7|{"#eclipsingbinary":2,"like#eclipsingbinary":2,"#eclipsing-binary":1,"#eclipsing_binary":1,"#weird":1}
